,class,sms,cleaned_sms
2286,ham,I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon,two letter copi co one messag speak soon
2287,ham,Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8,alex know guy sell mid south tampa think could set like 8
2288,ham,Dont you have message offer,dont messag offer
2289,spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx,mobil 11mth updat free orang latest colour camera mobil unlimit weekend call call mobil upd8 freefon 08000839402 2stoptx
2290,ham,"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X.",hey babe u doin wot u 2 2nite love anni x
2291,ham,Remind me how to get there and I shall do so,remind get shall
2292,ham,:-( that's not v romantic!,v romant
2293,ham,Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.,hello damn christma thing think decid keep mp3 doesnt work
2294,spam,You have 1 new message. Please call 08718738034.,1 new messag pleas call 08718738034
2295,ham,HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX,hi darlin im missin u hope good time u back time u give call home jess xx
2296,spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches,forward 21870000 hi mailbox messag sm alert 4 messag 21 match pleas call back 09056242159 retriev messag match
2297,ham,Draw va?i dont think so:),draw va dont think
2298,ham,Dont pick up d call when something important is There to tell. Hrishi,dont pick call someth import tell hrishi
2300,ham,Nothin comes to my mind. ÌÏ help me buy hanger lor. Ur laptop not heavy?,nothin come mind help buy hanger lor ur laptop heavi
2301,ham,"&lt;#&gt; , that's all? Guess that's easy enough",lt gt guess easi enough
2302,ham,We can make a baby in yo tho,make babi yo tho
2303,ham,Should I tell my friend not to come round til like  &lt;#&gt; ish?,tell friend come round til like lt gt ish
2304,ham,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,friendship poem dear dear u r near hear dont get fear live cheer tear u r alway dear gud ni8
2305,ham,Still in the area of the restaurant. Ill try to come back soon,still area restaur ill tri come back soon
2306,ham,"Aight that'll work, thanks",aight work thank
2308,spam,Moby Pub Quiz.Win a å£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP å£1.50 008704050406 SP Arrow,mobi pub quiz win 100 high street prize u know new duchess cornwal txt first name 82277 unsub stop 1 50 008704050406 sp arrow
2309,ham,"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?",2 sleep bag 1 blanket paper phone detail anyth els
2310,spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+ ,nokia 7250i get win free auction take part send nokia 86021 hg suite342 2land row w1jhl 16
2311,spam,"Congratulations! Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.",congratul thank good friend u 2 000 xma prize 2 claim easi call 08718726971 10p per minut bt nation rate
2312,spam,"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith..",tddnewslett emc1 co uk game thedailydraw dear helen dozen free game great prizeswith
2313,ham,So what do you guys do.,guy
2314,ham,Also that chat was awesome but don't make it regular unless you can see her in person,also chat awesom make regular unless see person
2315,ham,That's significant but dont worry.,signific dont worri
2316,ham,That's cause your old. I live to be high.,caus old live high
2317,ham,"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai..........",waqt se pehl naseeb se zyada kisi ko kuch nahi milta zindgi wo nahi jo hum socht hai zindgi wo hai jo ham jeetey hai
2318,ham,On the way to office da..,way offic da
2319,ham,In which place do you want da.,place want da
2320,ham,This pain couldn't have come at a worse time.,pain come wors time
2322,ham,Should I be stalking u?,stalk u
2323,ham,Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.,sorri dude dont know forgot even dan remind sorri hope guy fun
2324,ham,Ok lor.,ok lor
2325,ham,Apps class varaya elaya.,app class varaya elaya
2327,spam,"URGENT! Your mobile number *************** WON a å£2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm",urgent mobil number 2000 bonu caller prize 10 06 03 2nd attempt reach call 09066368753 asap box 97n7qp 150ppm
2328,ham,That day you asked about anand number. Why:-),day ask anand number
2329,ham,Am surfing online store. For offers do you want to buy any thing.,surf onlin store offer want buy thing
2330,ham,Long beach lor. Expected... U having dinner now?,long beach lor expect u dinner
2331,ham,At home by the way,home way
2332,ham,We are both fine. Thanks,fine thank
2333,ham,What happen to her tell the truth,happen tell truth
2334,ham,Do you like Italian food?,like italian food
2335,ham,Which is weird because I know I had it at one point,weird know one point
2336,ham,"\Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!\""""",aww must nearli dead well jez iscom todo workand whilltak forev
2337,ham,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,tell friend plan valentin day lt url gt
2338,ham,"Alright, see you in a bit",alright see bit
2339,ham,Cheers for the message Zogtorius. IåÕve been staring at my phone for an age deciding whether to text or not.,cheer messag zogtoriu stare phone age decid whether text
2340,ham,I will take care of financial problem.i will help:),take care financi problem help
2341,ham,Tell dear what happen to you. Why you talking to me like an alian,tell dear happen talk like alian
2342,spam,Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D,doubl min txt orang 1 2 price linerent motorola sonyericsson b tooth free nokia free call mobileupd8 08000839402 or2optout hv9d
2345,ham,"Hi this is yijue, can i meet u at 11 tmr?",hi yiju meet u 11 tmr
2346,ham,Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different,posibl dnt live lt gt centuri cm frwd n thnk differ
2347,ham,But i dint slept in afternoon.,dint slept afternoon
2348,ham,That seems unnecessarily affectionate,seem unnecessarili affection
2349,ham,Yar else i'll thk of all sorts of funny things.,yar els thk sort funni thing
2351,spam,"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 å£3 ",download mani rington u like restrict 1000 2 choos u even send 2 yr buddi txt sir 80082 3
2352,ham,Thats cool. How was your day?,that cool day
2353,spam,Please CALL 08712402902 immediately as there is an urgent message waiting for you.,pleas call 08712402902 immedi urgent messag wait
2354,ham,R we going with the  &lt;#&gt;  bus?,r go lt gt bu
2355,ham,"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*",hello love went day alright think sweet send jolt heart remind love hear scream across sea world hear ahmad al hallaq love own possess passion kiss
2356,ham,No..he joined today itself.,join today
2357,ham,Okay same with me. Well thanks for the clarification,okay well thank clarif
2358,ham,I'll talk to the others and probably just come early tomorrow then,talk other probabl come earli tomorrow
2359,spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic",spook mob halloween collect logo pic messag plu free eeri tone txt card spook 8007 zed 08701417012150p per logo pic
2360,ham,"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks.",money issu weigh thank breath easier make sure dont regret thank
2361,ham,Hi. I'm sorry i missed your call. Can you pls call back.,hi sorri miss call pl call back
2363,spam,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play å£250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",fantasi footbal back tv go sky gamestar sky activ play 250k dream team score start saturday regist sky opt 88088
2364,ham,Ok then no need to tell me anything i am going to sleep good night,ok need tell anyth go sleep good night
2365,ham,Ok try to do week end course in coimbatore.,ok tri week end cours coimbator
2366,spam,Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016,tone club sub expir 2 sub repli monoc 4 mono polyc 4 poli 1 weekli 150p per week txt stop 2 stop msg free stream 0871212025016
2367,ham,V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-),v nice 2 sheffield tom 2 air opinion categori 2 b use 2 measur ethnic next censu busi transcrib
2368,ham,If you r @ home then come down within 5 min,r home come within 5 min
2369,ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8""",boy love gal propsd bt didnt mind gv lv lttr bt frnd threw thm boy decid 2 aproach gal dt time truck speed toward gal wn 2 hit girl boy ran like hell n save ask hw cn u run fast boy repli boost secret energi n instantli girl shout energi n thi live happili 2gthr drink boost evrydi moral stori hv free msg gud ni8
2370,ham,"That day Ì_ say Ì_ cut ur hair at paragon, is it called hair sense? Do Ì_ noe how much is a hair cut? ",day say cut ur hair paragon call hair sens noe much hair cut
2371,ham,"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho",hmm mani unfortun pic obvious arent hot cake kinda fun tho
2372,ham,Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?,watch tv lor funni bluff 4 wat izzit thk imposs us
2373,spam,XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only,xma prize draw tri contact u today draw show 2000 prize guarante call 09058094565 land line valid 12hr
2374,ham,Dunno lei he neva say...,dunno lei neva say
2375,ham,Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx,thanx 4 2day u r goodmat think ur rite sari asusu 1 u cheer love u franyxxxxx
